ID,Nom,Lat,Lon,Date
631,Netley,50.878611,-1.355556,1239
632,Szczyrzyc,49.785,20.186944,1241
633,La Clarte-Dieu (Saint Paterne),47.601111,0.456389,1239
634,Gerka,53.233333,6.2,1240
635,Valbonne,42.49433,3.04896,1242
636,Scharnebeck,53.29311,10.51181,1243
637,Santa Maria di Palazzolo,41.743333,12.690278,1244
638,Santo Spirito di Zannone,40.966667,13.05,1246
639,Marienrode,52.113944,9.914308,1245
640,San Martin de Castaneda,42.135278,-6.72,1245
641,Santa Maria di Ponza,40.908056,12.963333,1245
642,Hailes,51.968333,-1.928056,1245
643,Newenham,50.775,-3,1247
644,Santi Vito e Salvo,42.05,14.716667,1247
645,Kostanjevica,45.835139,15.416389,1234
646,Ocre,42.284234,13.494889,1248
647,Santa Maria in Strada,44.571667,11.158889,1250
648,Zďar,49.583056,15.937222,1252
649,Prieres,47.52414,-2.48696,1252
650,Ercsi,47.238333,18.905278,1252
651,Rivalta di Torino,45.030556,7.526944,1254
652,Rauden,50.194722,18.447778,1258
653,Monte Favale,43.933333,12.866667,1255
654,San Gaudenzio,43.925833,11.618611,1258
655,Koronowo,53.308611,17.935556,1256
656,San Severo,44.39,12.224444,1257
657,Disibodenberg,49.77781,7.70547,1259
658,Vyssi Brod,48.62033,14.30786,1259
659,Termunten,53.286111,7.033056,1259
660,Santa Maria dello Sterpeto,41.303611,16.314444,1259
661,Chorin,52.89294,13.88491,1260
662,Buckow,54.357373,16.338515,1260
663,San Michele della Verruca,43.7075,10.542222,1263
664,Furstenfeld,48.169569,11.249472,1263
665,Sainte-Marie de Gourdon,44.70903,1.30891,1261
666,Smilheim,49.219722,17.850556,1261
667,Zlata Koruna,48.85525,14.371028,1263
668,Santa Maria di Spano,37.723611,14.735556,1263
669,Abraham,46.399082,18.145396,1263
670,Pelplin,53.933333,18.7,1258
671,Leyre,42.6355,-1.17066,1269
672,Hore,52.5175,-7.9,1272
673,Stams,47.2775,10.984167,1273
674,Vale Royal?(de),53.2247,-2.5426,1270
675,Zagreb,45.8,15.966667,1274
676,Sweetheart,54.98004,-3.61907,1273
677,Furstenzell,48.52178,13.32044,1274
678,Realvalle,40.763611,14.546667,1277
679,Vittoria,42.071667,13.3575,1274
680,Buckland?(de),50.481246,-4.13358,1278
681,Santa Maria de la Valldigna,39.033333,-0.316667,1298
682,Neuzelle,52.09076,14.6535,1268
683,Rewley,51.754167,-1.269167,1281
684,Bledzew,52.516667,15.4,1280
685,Przemet,52.016667,16.3,1278
686,Sauvelade,43.395,-0.7,1287
687,Himmelwitz,50.533333,18.366667,1289
688,Zbraslav,49.977917,14.391944,1292
689,Grussau,50.734167,16.064167,1292
690,Marienwalde,53.033333,15.666667,1294
691,Engelszell,48.498889,13.734167,1293
692,Hiddensee,54.58586,13.1117,1296
693,San Martino di Bocci,44.856111,10.346667,1298
694,Himmelpfort,53.178044,13.229789,1299
695,San Isidoro del Campo,37.433889,-6.036667,1301
696,Konigsbronn,48.742778,10.113611,1302
697,Stolpe,53.873254,13.561442,1305
698,Santa Maria Altofonte,38.045066,13.29875,1307
699,Torigny,49.03825,-0.96958,1308
700,Gotteszell,48.96377,12.96646,1320
701,San Bartolomeo di Buonsollazzo,43.9175,11.313889,1320
702,Pontifroy,49.126944,6.173889,1323
703,Knardrup,55.766667,12.3,1326
704,Neuberg,47.663056,15.578611,1327
705,San Michele a Quarto,43.344444,11.2875,1337
706,Sausenstein,48.1917,15.11599,1333
707,Eiteren,52.027711,5.03543,1342
708,Graces,51.50914,-0.0714,1350
709,Skalice,50.022778,14.982222,1357
710,Himmelstadt,52.799722,15.183056,1376
711,Sant Bernat de Rascanya,39.499444,-0.369167,1381
712,Nieuwkuijk,51.702017,5.19035,1382
713,Marcilla,42.329306,-1.740694,1407
714,Marienhaven,52.198138,4.497869,1412
715,Sibculo,52.481366,6.640484,1412
716,Moulins-Warnant,50.31568,4.86263,1414
717,Le Jardinet,50.25837,4.43566,1232
718,Charite-les-Lezines,47.79672,4.09646,1422
719,Sint-Salvatorabdij,51.190673,4.378824,1439
720,Mariendonck,51.704269,5.150050,1439
721,La Piete-Dieu (Ramerupt),48.512486,4.303191,1440
722,Nizelles,50.66484,4.31571,1441
723,Neukloster,47.811944,16.246944,1444
724,Waarschoot,51.151669,3.605831,1444
725,Mariengarden,51.9064,6.7795,1447
726,Kleinburlo,52.04675,7.25149,1448
727,Bottenbroich,50.8841,6.7424,1448
728,Walberberg,50.79368,6.91186,1452
729,Hemelspoort,51.940980,4.270155,1458
730,Marcilly,47.541944,3.938889,1460
731,Boneffe,50.61995,4.9558,1461
732,Rochefort,50.17792,5.22161,1464
733,Monnickendam,52.45722,5.04,1465
734,Freistroff,49.28187,6.49335,1470
735,Marienhof,52.153409,5.390649,1483
736,Wateringen,52.024669,4.268965,1485
737,Gudsberga,60.37091,16.17196,1486
738,Mariawald,50.61916,6.48071,1487
739,Schlierbach,47.936111,14.126944,1355
740,Grevenbroich,48.49143,9.35832,1628
741,Derneburg,52.097778,10.130556,1651
742,Wistytschy,52.204444,23.681944,1675
NA,Rivalta,44.85488,8.82783,1181
NA,Coyroux,45.17045,1.678827,1147
NA,Mont-Notre-Dame,48.558333,3.3,1230
NA,Saint-Bernard (Tulle),45.26948,1.768772,1622
NA,Maubuisson,49.04615,2.11781,1242
NA,Le Lys,48.51812,2.63265,1244
NA,Pont-aux-Dames,48.876603,2.866260,1226
NA,Villiers-aux-Nonnains,48.48238,2.3352,1220
NA,Beaupré-sur-la-Lys,50.63995,2.69362,1224
NA,Sainte-Colombe de Blendecques,50.71773,2.27804,1186
NA,Braie,48.416667,3.233333,1630
NA,la Joie-les-Nemours,48.26042,2.69519,1231
NA,Le Verger,50.2492,3.12365,1225
NA,Leyme,44.783819,1.899489,1220
NA,Paraclet des Champs,49.81001,2.3851,1218
NA,Saint-Antoine-des-Champs,48.8488,2.384,1204
NA,Sainte-Marie de Rieunette,43.09654,2.40297,1162
NA,Notre-Dame de Tart,47.18493,5.24361,1132
NA,Blanche,48.658056,-0.945,1147
NA,Koenigsbruck,48.86109,8.01411,1140
NA,Montreuil-les-Dames,50.02427,3.98317,1136
NA,Penthemont,48.85658,2.32285,1217
NA,Port-Royal des Champs,48.74641,2.01906,1204
NA,Felipre,50.138056,4.824167,1206
NA,Saint-Apollinaire,47.552986,7.438583,1253
